Year,Month,Region,Region_UNSD,Location,Coordinates,Cause,Route,Source,Quality,Dead,Missing,Total,Females,Males,Children,Survivors
2019,November,Northern Africa,Northern Africa,"Kufra, Libya","23.848018, 21.993292",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,0,1,0
2019,November,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.846367, -111.892367",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2019,November,Western Asia,Western Asia,"Near Al-Raqw Market, Monabbih, Saada province, Yemen near border with Saudi Arabia","17.245130865, 43.239432135",Violence,Unknown,Unknown,4,26,0,26,8,18,0,74
2019,November,Europe,Southern Europe,"Ljubljana-Koper motorway, near the town of Vrhnika, Slovenia","45.9670344, 14.298533",Vehicle accident / death linked to hazardous transport,Western Balkans,"Slovenian Police via IOM Slovenia, Total Slovenia News, L'Avenir, L'Orient-Le Jour",5,2,0,2,0,0,0,0
2019,November,Mediterranean,Uncategorized,"Unspecified location off the coast of Libya (reported by survivors intercepted and disembarked at Alhamidya, Libya)","32.9065619, 13.2583967",Drowning,Central Mediterranean,IOM Libya,4,0,3,3,0,0,0,0
2019,November,Mediterranean,Uncategorized,Unspecified location in Maltese territorial waters,"34.733997112, 14.773974825",Drowning,Central Mediterranean,Alarm Phone,4,0,70,70,4,0,10,0
2019,November,North America,Northern America,"Recovered on a ranch in Brooks County, Texas, USA","27.145345722, -98.231694303",Sickness / lack of access to adequate healthcare,US-Mexico border crossing,Breitbart Texas,1,1,0,1,1,0,0,0
2019,November,Central America,Central America,"Coatzacoalcos Regional Hospital, Veracruz, Mexico","18.149568, -94.411692",Sickness / lack of access to adequate healthcare,Unknown,En el camino,4,1,0,1,0,1,1,0
2019,December,Western Africa,Western Africa,"Gao, Mali","-0.028555, 16.261959",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,1,0
2019,December,Western Africa,Western Africa,"Bamako, Mali","-7.995856, 12.617282",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,December,Western Africa,Western Africa,"Agadez, Niger","16.97314, 7.98974",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,1,0
2019,December,Central America,Central America,"Río Bravo, near La Playita, Ejido Reynosa Díaz, Reynosa, Tamaulipas, Mexico","26.0360515, -98.2885714",Drowning,US-Mexico border crossing,"La Tarde, El Mañana",3,1,0,1,0,1,0,0
2019,December,Western Africa,Western Africa,"Kaolack, Senegal","-16.076174, 14.164412",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,December,Western Africa,Western Africa,"Ougadougou, Burkina Faso","-1.52105, 12.368721",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,1,0
2019,December,Northern Africa,Northern Africa,"Tazirbu, Libya","25.679266, 21.075643",Violence,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,December,Western Africa,Western Africa,"Cotonou, Benin","2.387595, 6.369104",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,December,Western Africa,Western Africa,"Off the coast of Nouadhibou, Mauritania - boat departed from The Gambia","20.9948426, -17.0083748",Drowning,Western Africa / Atlantic route to the Canary Islands,IOM Mauritania,4,62,0,62,0,0,0,85
2019,December,Western Africa,Western Africa,"Koro, Mali","-3.083854, 14.071406",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,0,3,1,0
2019,December,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.55379, -111.15306",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2019,December,Western Africa,Western Africa,"Tongomayel, Burkina Faso","-1.432042, 14.077765",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,0,3,1,0
2019,December,Northern Africa,Northern Africa,"Sabratha, Libya","38.12072, 13.30701",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,December,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.3953, -113.139717",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2019,December,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.3953, -113.139717",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2019,December,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.7061, -111.41795",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2019,December,Central America,Central America,"Train tracks near Hermosillo, Sonora, Mexico","29.0729832, -110.9559294",Violence,Unknown,"Milenio, El Imparcial",3,1,0,1,0,1,0,0
2019,December,Western Africa,Western Africa,"Kayes, Mali","-11.444687, 14.435103",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,December,Western Africa,Western Africa,"Abidjan, Ivory Coast","-4.024984, 5.34845",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,December,Western Africa,Western Africa,"Ougadougou, Burkina Faso","-1.52105, 12.368721",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,1,0
2019,December,Mediterranean,Uncategorized,"Body recovered in Bouyafar, Morocco","35.2461582, -3.1489695",Drowning,Western Mediterranean,Association Marocaine des Droits Humains - Section Nador,4,1,0,1,0,0,0,0
2019,December,Central America,Central America,"Near Soledad de Doblado, Veracruz, Mexico","19.0501683, -96.425314",Vehicle accident / death linked to hazardous transport,Unknown,La Nigua,3,1,0,1,0,1,0,0
2019,December,South-eastern Asia,South-eastern Asia,"Bangkok, Thailand","13.777167, 100.791548",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,4,0,4,2,2,2,0
2019,December,South-eastern Asia,South-eastern Asia,"Kelantan State, Malaysia","5.927607, 101.983267",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,2,0
2019,December,Northern Africa,Northern Africa,"Qatrun, Libya","24.934383, 14.633161","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,December,Northern Africa,Northern Africa,"Ghadames, Libya","30.1597, 9.69791","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,1,0
2019,December,Northern Africa,Northern Africa,"Tamanrasset, Algeria","22.78796, 5.52718",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,December,Northern Africa,Northern Africa,"Tripoli, Libya","32.89534, 13.18105",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,December,Northern Africa,Northern Africa,"Unspecified location in the desert, Libya","23.649993, 14.543594",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,1,0
2019,December,South-eastern Asia,South-eastern Asia,"Bangkok, Thailand","13.764601, 100.760158",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,1,0
2019,December,Central America,Central America,"Río Bravo, near Reynosa Díaz, Tamaulipas, Mexico","26.202726724, -98.444762482",Drowning,Unknown,"Hoy Tamaulipas, Vox Pópuli, El Mañana",3,1,0,1,0,1,0,0
2019,December,Western Africa,Western Africa,"Dori, Burkina Faso","-0.028013, 14.02788",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,1,0
2019,December,Western Africa,Western Africa,"Ougadougou, Burkina Faso","-1.52105, 12.368721",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,December,Western Africa,Western Africa,Unspecified location in Niger desert near border with Libya,"23.085229, 13.422988",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,0,0
2019,December,Western Africa,Western Africa,"Cotonou, Benin","2.387595, 6.369104",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,0,2,2,0
2019,December,Europe,Southern Europe,"Evros region, Greece: two bodies found near Evros/Meriç river in the village of Gemisti, and four bodies found near Korimvos, Greece","40.9627424, 26.3317637","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"VICE, AP",3,4,0,4,0,4,0,0
2019,December,North America,Northern America,"Providence Children's Hospital, El Paso, Texas (girl was apparently ill when apprehended by US Border Patrol on 6 December 2019)","31.7710272, -106.5001332",Sickness / lack of access to adequate healthcare,US-Mexico border crossing,"Washington Post, CNN, El Paso Times",3,1,0,1,1,0,1,0
2019,December,Central America,Central America,"Near Juan Rodríguez Clara, Veracruz, Mexico","17.9936804, -95.4016158",Violence,Unknown,AFP,3,1,0,1,1,0,0,0
2019,December,Northern Africa,Northern Africa,"Kufra, Libya","23.848018, 21.993292",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,December,Northern Africa,Northern Africa,"Algiers, Algeria","36.77157, 3.05927",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,1,0
2019,December,Northern Africa,Northern Africa,"Tamanrasset, Algeria","22.78796, 5.52718",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,0,2,1,0
2019,December,Northern Africa,Northern Africa,"Unspecified location in the desert, Libya","23.649993, 14.543594",Violence,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,December,Western Africa,Western Africa,"Sikasso, Mali","-5.691763, 11.316677",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,2,0,0,0
2019,December,Western Africa,Western Africa,"Diffa, Niger","12.615984, 13.312781",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,1,1,0
2019,December,Western Africa,Western Africa,"Bouake, Ivory Coast","-5.033005, 7.686422",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,2,0,1,0
2019,December,Eastern Africa,Eastern Africa,"Bosaso, Somalia","11.2755407, 49.1878994",Violence,Unknown,IOM Somalia,4,1,0,1,0,1,0,0
2019,December,Middle Africa,Middle Africa,"Faya Largeau, Chad","17.92071, 19.09662",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,December,Mediterranean,Uncategorized,"Off the coast of Maghdia, Tlemcen, Algeria","34.8470132, -1.7310033",Drowning,Western Mediterranean,Elbilad,1,1,6,7,0,0,0,3
2019,December,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.27454, -113.28033",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2019,December,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.25981, -113.27757",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2019,December,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.41635, -113.17062",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2019,December,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.41371, -113.20544",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2019,December,Europe,Southern Europe,Train tracks in Serbia near Croatian border after leaving from Sid Reception Center,"45.139406472, 19.179559008",Vehicle accident / death linked to hazardous transport,Western Balkans,IOM Serbia,4,1,0,1,0,1,0,0
2019,December,Western Africa,Western Africa,"Bamako, Mali","-7.995856, 12.617282",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,0,2,2,0
2019,December,Northern Africa,Northern Africa,Unspecified location in Egypt near border with Libya,"25.933266, 25.372929",Violence,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,December,Northern Africa,Northern Africa,"Sabratha, Libya","38.12072, 13.30701",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,December,Western Africa,Western Africa,"Sikasso, Mali","-5.691763, 11.316677",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,1,1,0
2019,December,Western Africa,Western Africa,"Timbuktu, Mali","-3.002443, 16.765672",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,6,0,6,1,2,1,0
2019,December,Western Africa,Western Africa,"Timbuktu, Mali","-3.002443, 16.765672",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,0,3,0,0
2019,December,Middle Africa,Middle Africa,"Mao, Chad","15.319662, 14.130759",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,December,Western Africa,Western Africa,"Ougadougou, Burkina Faso","-1.52105, 12.368721",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,December,Western Africa,Western Africa,"Garin Kouka, Niger","12.95902, 3.5125","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,4,0,4,1,1,0,0
2019,December,South-eastern Asia,Uncategorized,Unspecifed location in the Andaman Sea/Bay of Bengal,"9.831246, 97.823939",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,1,1,0
2019,December,Northern Africa,Northern Africa,"Umm Al Aranib, Libya","26.140951, 14.735026",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,December,Northern Africa,Northern Africa,"Sabha, Libya","27.02249, 14.44099",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,December,Northern Africa,Northern Africa,"Tripoli, Libya","32.89534, 13.18105",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,December,South-eastern Asia,South-eastern Asia,"Bangkok, Thailand","13.778173, 100.730993",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,5,0,5,2,2,2,0
2019,December,Central America,Central America,"Train tracks at the intersection of Insurgentes and 17 Junio streets in San Patricio, Chihuahua, Mexico","28.693108078, -106.091735282",Vehicle accident / death linked to hazardous transport,Unknown,"Las Noticias SV, EntreLineas",1,1,0,1,0,1,0,0
2019,December,Western Africa,Western Africa,"Segou, Mali","-6.249892, 13.427836",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,December,Northern Africa,Northern Africa,"Unspecified location in the desert, Libya","23.649993, 14.543594",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
